Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
220,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1132
225,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1129
230,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1212
235,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1327
240,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1286
245,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.125
250,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1383
255,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1465
260,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1385
265,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.136
270,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1466
275,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.133
280,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1426
285,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1272
290,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1321
295,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1259
300,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1267
305,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1392
310,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1546
315,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1582
320,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1654
325,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1637
330,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1746
335,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.169
340,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1639
345,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1657
350,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1644
355,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1534
360,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1549
365,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1456
370,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1588
375,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1681
380,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1762
385,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1868
390,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1883
395,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1909
400,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1926
405,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1868
410,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.2057
415,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.2112
420,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.2097
425,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.2033
430,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1993
435,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.2006
440,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1845
445,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1929
450,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1941
455,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.194
460,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.185
465,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1645
470,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1534
475,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1557
480,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1494
485,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1527
490,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1604
495,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1651
500,centralized,cdp,0.1,0.5,1.2960229626056232,0,30,0.1534
