Step,topology,method,lr,clip,sigma,sigma_cor,epsilon,accuracy
145,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1875
150,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1772
155,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1727
160,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1641
165,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1764
170,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1822
175,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.179
180,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1691
185,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1562
190,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1523
195,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.141
200,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1648
205,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1666
210,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1777
215,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2014
220,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1982
225,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2123
230,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2132
235,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2208
240,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2149
245,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2063
250,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2063
255,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2221
260,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2326
265,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2487
270,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2324
275,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2465
280,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2482
285,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2523
290,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2836
295,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2674
300,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2599
305,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2706
310,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2535
315,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2378
320,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2222
325,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2322
330,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2149
335,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2219
340,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2107
345,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2308
350,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2273
355,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2143
360,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2467
365,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2286
370,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2026
375,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1996
380,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1747
385,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1536
390,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1516
395,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1604
400,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1777
405,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1838
410,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.1976
415,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2146
420,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2354
425,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2226
430,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.207
435,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2259
440,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2308
445,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2332
450,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2566
455,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2611
460,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2589
465,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2457
470,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2568
475,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2605
480,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2596
485,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2693
490,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.278
495,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.271
500,centralized,cdp,0.01,3.5,9.072160738239363,0,30,0.2706
